Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand,RAND,GENDER,GRADE,FUNCTION,OC_RATE,PERFORM,Y_GRADE,AGE,Y_SERVIC,Nationality,Rank 2,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,1,2,3,4,5,6,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
65.0,Female,2 - Director,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,40 to 49,45.0,France,Europe,Europe,2016-04-01,4.0,0.6517621910989603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,Female,3 - Senior Manager,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,1.0,4 - Manager,Y,2.0,30 to 39,39.0,Germany,Europe,Europe,2015-04-01,5.0,0.1233706901678071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,1.0,3 - Senior Manager,Y,1.0,40 to 49,46.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.3580003717065014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,Male,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,5.0,5 - Senior Officer,N,3.0,20 to 29,25.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.8413000301400442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,26.0,United Kingdom,Europe,Europe,2018-04-01,2.0,0.4183512394441557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,4.0,5 - Senior Officer,N,3.0,20 to 29,29.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.1687331134028551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,Female,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,4.0,4 - Manager,N,3.0,40 to 49,40.0,Portugal,Europe,Europe,2011-04-01,9.0,0.8156296132433026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4.0,5 - Senior Officer,N,3.0,30 to 39,34.0,France,Europe,Europe,2016-04-01,4.0,0.765377228373052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,Male,2 - Director,Y,,No,No,0.5,No,N,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,0.0,,N,,50 to 59,51.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.0564736364506305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,Female,5 - Senior Officer,N,,No,No,0.5,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,0.8,Part Time,,,,,3.0,5 - Senior Officer,N,3.0,40 to 49,41.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.4027594726451809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.6653096568867924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Female,4 - Manager,N,2.0,Yes,Yes,0.5,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,4.0,4 - Manager,N,3.0,40 to 49,43.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.3038710512615308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,3.0,40 to 49,41.0,Germany,Europe,Europe,2016-04-01,4.0,0.9379880504248674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,0.7,Part Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,3.0,30 to 39,31.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.303157964332243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,Male,6 - Junior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0.0,,N,,20 to 29,26.0,Germany,Europe,Europe,2020-04-01,0.0,0.4712671985981916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,Female,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,0.5,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,20 to 29,28.0,France,Europe,Europe,2014-04-01,6.0,0.311514477300688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,2.0,40 to 49,42.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.0240189242321755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,Male,6 - Junior Officer,N,1.0,No,Yes,0.5,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,25.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.5699484993485758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,Female,6 - Junior Officer,N,4.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,23.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.5236683119598087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,26.0,France,Europe,Europe,2017-04-01,3.0,0.8754469808661874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,Male,2 - Director,N,4.0,No,No,0.5,Yes,Y,Internal Services,FY20,,Internal Services,Full Time,Full Time,,,,,2.0,2 - Director,N,4.0,30 to 39,33.0,France,Europe,Europe,2017-04-01,3.0,0.0540492718950196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,25.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.8341434454722485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,,,,,3.0,1 - Executive,N,2.0,40 to 49,40.0,Switzerland,Switzerland,Switzerland,2011-04-01,9.0,0.6472488721682199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,Male,6 - Junior Officer,N,2.0,Yes,Yes,0.5,No,Y,HR,,5 - Senior Officer,HR,Full Time,Full Time,Inconclusive,6 - Junior Officer & HR,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.5105385444518324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,Male,3 - Senior Manager,Y,,No,No,0.5,No,N,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,0.0,,N,,30 to 39,38.0,Germany,Europe,Europe,2020-04-01,0.0,0.4036305859519311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1.0,6 - Junior Officer,Y,1.0,20 to 29,29.0,Switzerland,Switzerland,Switzerland,2011-04-01,9.0,0.7275856596704025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Male,5 - Senior Officer,N,2.0,Yes,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1.0,6 - Junior Officer,Y,1.0,30 to 39,31.0,Germany,Europe,Europe,2015-04-01,5.0,0.3900887666769682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4.0,6 - Junior Officer,N,3.0,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.8048814137379844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,30 to 39,39.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.3677128173355737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Male,4 - Manager,N,2.0,No,No,0.5,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,2.0,4 - Manager,N,3.0,40 to 49,44.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.9111078048571724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Male,3 - Senior Manager,N,4.0,No,No,0.5,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,3.0,3 - Senior Manager,N,3.0,40 to 49,40.0,Germany,Europe,Europe,2012-04-01,8.0,0.4075954095375016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,25.0,France,Europe,Europe,2019-04-01,1.0,0.0013586449399386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Female,4 - Manager,N,2.0,No,Yes,0.5,No,Y,HR,,4 - Manager,HR,Full Time,Full Time,Inconclusive,4 - Manager & HR,Even,4 - Manager,2.0,4 - Manager,N,3.0,40 to 49,40.0,Germany,Europe,Europe,2017-04-01,3.0,0.5469964081933871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,40 to 49,41.0,Switzerland,Switzerland,Switzerland,2011-04-01,9.0,0.6725404273798317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,28.0,France,Europe,Europe,2017-04-01,3.0,0.510651084206607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,Male,3 - Senior Manager,N,3.0,No,Yes,0.5,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,3.0,30 to 39,39.0,Germany,Europe,Europe,2014-04-01,6.0,0.9749787190783687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,22.0,Germany,Europe,Europe,2018-04-01,2.0,0.6318458557349331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Female,4 - Manager,N,2.0,No,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2.0,4 - Manager,N,,40 to 49,40.0,Israel,Middle East,Elsewhere,2018-04-01,2.0,0.9578352461675668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,5.0,6 - Junior Officer,N,3.0,20 to 29,22.0,France,Europe,Europe,2015-04-01,5.0,0.6588608785204613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,20 to 29,28.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.2762966064992724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,Male,4 - Manager,Y,,No,No,0.5,No,N,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,0.0,,N,,30 to 39,30.0,France,Europe,Europe,2020-04-01,0.0,0.619256958935637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,Male,2 - Director,N,1.0,No,Yes,0.5,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,30 to 39,35.0,France,Europe,Europe,2017-04-01,3.0,0.928462520489428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,23.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.8238944301129417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Male,3 - Senior Manager,N,3.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,6.0,3 - Senior Manager,N,3.0,30 to 39,34.0,France,Europe,Europe,2014-04-01,6.0,0.7515809519582146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Male,6 - Junior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0.0,,N,,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.6108138546668569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,3.0,20 to 29,28.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.415961215931118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,Female,5 - Senior Officer,Y,,No,No,0.5,No,N,Finance,,5 - Senior Officer,Finance,Full Time,Full Time,Inconclusive,5 - Senior Officer & Finance,Even,5 - Senior Officer,0.0,,N,,30 to 39,33.0,Germany,Europe,Europe,2020-04-01,0.0,0.5269063448181461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,27.0,Switzerland,Switzerland,Switzerland,2019-04-01,1.0,0.6942958450281853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Strategy,,2 - Director,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,4.0,2 - Director,N,3.0,40 to 49,41.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.3920139227879967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,Male,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3.0,4 - Manager,N,3.0,30 to 39,31.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.5163815655244348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Male,2 - Director,N,3.0,No,No,0.5,Yes,Y,Finance,FY20,,Finance,Full Time,Full Time,,,,,3.0,2 - Director,N,4.0,40 to 49,49.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.9905148499834928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,Male,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,2.0,5 - Senior Officer,N,,20 to 29,26.0,France,Europe,Europe,2018-04-01,2.0,0.7026007631419139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Male,4 - Manager,N,2.0,No,Yes,0.5,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1.0,5 - Senior Officer,Y,1.0,30 to 39,33.0,France,Europe,Europe,2013-04-01,7.0,0.1391412935037711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,Female,3 - Senior Manager,N,,No,No,0.5,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,2.0,3 - Senior Manager,N,3.0,40 to 49,41.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.2975772300240327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,0.8,Part Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,22.0,France,Europe,Europe,2019-04-01,1.0,0.8287861241607926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,Male,5 - Senior Officer,N,2.0,Yes,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,4.0,5 - Senior Officer,N,3.0,30 to 39,34.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.138634574912308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Male,6 - Junior Officer,N,3.0,No,No,0.5,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,3.0,6 - Junior Officer,N,3.0,40 to 49,46.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.2538409205433714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4.0,3 - Senior Manager,N,2.0,30 to 39,35.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.6241602172258455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,30 to 39,30.0,Lebanon,Middle East,Elsewhere,2018-04-01,2.0,0.6769902786208046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,23.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.980750274870487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,Male,3 - Senior Manager,Y,,No,No,0.5,No,N,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,0.0,,N,,30 to 39,38.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.1864375737121536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Internal Services,,6 - Junior Officer,Internal Services,0.8,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,0.0,,N,,20 to 29,22.0,Germany,Europe,Europe,2020-04-01,0.0,0.5158617485790421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Finance,,1 - Executive,Finance,Full Time,Full Time,,,,,2.0,1 - Executive,N,3.0,50 to 59,55.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.2358892864081617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,3.0,1 - Executive,N,2.0,40 to 49,42.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.0290156066193559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4.0,6 - Junior Officer,N,3.0,20 to 29,22.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.1166502921540471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Germany,Europe,Europe,2018-04-01,2.0,0.8483358947157386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,23.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.3488916894577065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
